field_1,상가업소번호,상호명,시군구코드,시군구명,법정동코드,법정동명,지번주소,도로명,경도,위도,year,bus_cnt
162,12510878,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958,37.5183013,2019,7
163,12584840,스타벅스문정하비오점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2019,7
164,12520814,스타벅스잠실대교남단점,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 올림픽로35길,127.098885,37.51577952,2019,12
165,12521939,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.0068163,37.50642716,2019,5
166,12563750,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885,37.51577952,2019,12
167,12573377,스타벅스문정역점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.1207441,37.4845513,2019,5
168,12576496,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2019,11
169,12553778,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029302,37.60761238,2019,8
170,12665937,스타벅스강남점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.0285648,37.49783175,2019,14
171,12666554,스타벅스강남오거리점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.0266434,37.50209594,2019,7
172,14057308,스타벅스노원마들역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2019,4
173,16109325,스타벅스,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.1281717,37.50898908,2019,4
174,16196627,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 307-2,서울특별시 서초구 언남10길,127.0441064,37.47365699,2019,3
175,16009661,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.0292201,37.49351207,2019,13
176,16209256,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2019,5
177,16242201,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.1230757,37.48628966,2019,3
178,16252691,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.0240884,37.50375083,2019,11
179,16206207,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2019,5
180,16219813,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036609,37.48524679,2019,4
181,16059494,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.03005,37.48442722,2019,5
182,16095836,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048501,37.51135667,2019,4
183,16129812,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.9960731,37.48433262,2019,5
184,16113431,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.1362616,37.4969833,2019,4
185,16279533,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.0605609,37.50757866,2019,4
186,16308823,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.0626465,37.49456594,2019,8
187,20847208,STARBUCKSCOFFEE,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2019,13
0,20680373,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 28-1,서울특별시 서초구 강남대로,127.0197628,37.51366263,2019,11
1,20288646,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-26,서울특별시 강남구 테헤란로103길,127.0638782,37.51003785,2019,6
2,25467314,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.0206347,37.5161838,2019,4
3,25576902,스타벅스올림픽평화의문점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 180-8,서울특별시 송파구 위례성대로,127.1163168,37.51578507,2019,4
4,5133712,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0571003,37.5129394,2019,5
5,20545007,스타벅스가락시장역점,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 79,서울특별시 송파구 중대로,127.1215333,37.49440578,2019,6
6,20003237,스타벅스석촌역,11710,송파구,1171010500,석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.1060134,37.50424607,2019,5
7,20706065,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로,127.0404418,37.60181969,2019,4
8,20009393,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로,127.0268289,37.49825898,2019,23
9,23271125,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2019,11
10,20325090,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 53,서울특별시 강남구 학동로,127.0514396,37.51868785,2019,7
11,20082320,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1439-14,서울특별시 서초구 남부순환로339길,127.0215728,37.48591615,2019,4
12,20488763,스타벅스압구정로데오역,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2019,11
13,20006883,스타벅스강남삼성타운점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-5,서울특별시 서초구 서초대로78길,127.027735,37.49553624,2019,19
14,20391638,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.0412398,37.51660516,2019,7
15,23321462,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 830-69,서울특별시 강남구 역삼로,127.0330005,37.49412876,2019,4
16,20250808,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 92,서울특별시 성북구 인촌로,127.0307477,37.5860984,2019,18
17,20093795,스타벅스,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.0790291,37.51052638,2019,4
18,20607525,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,2019,8
19,23310463,스타벅스삼선교점,11290,성북구,1129010500,동소문동2가,서울특별시 성북구 동소문동2가 11,서울특별시 성북구 동소문로,127.0073203,37.58872396,2019,10
20,23288567,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 851-1,서울특별시 서초구 방배로,126.9924576,37.49001452,2019,7
21,19993461,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 안암로,127.0317018,37.58848499,2019,4
22,20600882,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-17,서울특별시 송파구 송파대로,127.0995353,37.51532494,2019,11
23,20014593,스타벅스방배카페입구,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2019,8
24,23514101,스타벅스이수역점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.9826899,37.4864978,2019,10
25,20026883,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 51,서울특별시 강남구 삼성로,127.0527047,37.51347189,2019,4
26,20014851,스타벅스,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길,127.1018421,37.48801336,2019,14
27,23482258,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,2019,9
28,20831001,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 735-3,서울특별시 강남구 테헤란로,127.0337924,37.49937038,2019,15
29,23220273,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로,127.023627,37.50531485,2019,7
30,20291002,스타벅스중계역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 763-3,서울특별시 노원구 동일로,127.0621587,37.64815447,2019,4
31,20016436,스타벅스,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-17,서울특별시 강북구 도봉로,127.0261078,37.63802308,2019,10
32,20010719,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로,126.9985423,37.49925701,2019,4
33,20385995,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-1,서울특별시 강남구 테헤란로,127.0349412,37.49974019,2019,24
34,23210644,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1464-22,서울특별시 서초구 남부순환로,127.0123471,37.48066733,2019,11
35,20015708,스타벅스남부터미널2점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로,127.0141978,37.48438612,2019,4
36,23517515,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 118-3,서울특별시 서초구 사평대로,127.0078261,37.50448036,2019,4
37,22934175,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 529-10,서울특별시 강남구 논현로175길,127.0216293,37.52318421,2019,6
38,23224039,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 52-1,서울특별시 강남구 도산대로,127.0515717,37.52433852,2019,4
39,20385969,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006958,37.51024881,2019,11
40,20482725,스타벅스,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 1229-1,서울특별시 강남구 논현로,127.0451163,37.47781003,2019,4
41,20430267,스타벅스논현힐탑,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2019,8
42,20803626,스타벅스삼성도심공항점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 154-10,서울특별시 강남구 테헤란로87길,127.0579087,37.50981919,2019,7
43,25292064,스타벅스선정릉역점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 37-17,서울특별시 강남구 봉은사로,127.0445494,37.51077512,2019,5
44,20028664,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,2019,7
45,20028264,스타벅스,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 360-6,서울특별시 노원구 중계로,127.0759774,37.65049809,2019,7
46,20286267,스타벅스선릉로점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 697-45,서울특별시 강남구 선릉로93길,127.046716,37.50495379,2019,12
47,20028995,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,2019,7
48,20248022,스타벅스미아역점,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 121-19,서울특별시 강북구 도봉로,127.0265575,37.62613312,2019,6
49,20308953,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 104-30,서울특별시 성북구 인촌로24길,127.029689,37.58391819,2019,7
50,20282898,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 712,서울특별시 노원구 동일로,127.0600017,37.65475991,2019,8
51,20307826,스타벅스역삼럭키,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2019,8
52,20017045,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679,서울특별시 강남구 논현로,127.0372774,37.50188574,2019,13
53,23197283,스타벅스교대역점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1693-3,서울특별시 서초구 서초중앙로,127.0139553,37.49423264,2019,8
54,23498986,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 37-7,서울특별시 서초구 강남대로,127.0206276,37.51153431,2019,8
55,22580385,스타벅스삼성교점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.0651728,37.50781348,2019,7
56,6660863,스타벅스커리학동사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,2019,4
57,20680170,스타벅스서울교대점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1623-1,서울특별시 서초구 서초중앙로,127.0151529,37.48743065,2019,3
58,20010511,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2019,9
59,20388439,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 708-6,서울특별시 강남구 테헤란로,127.0485159,37.5039411,2019,9
60,23312129,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 52-6,서울특별시 서초구 서초중앙로,127.0115392,37.50165515,2019,7
61,25240856,스타벅스강북구청사거리점,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 174-13,서울특별시 강북구 도봉로,127.027328,37.64003344,2019,7
62,23311558,스타벅스청담사거리점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 6-5,서울특별시 강남구 도산대로,127.0468501,37.52375987,2019,4
63,23248292,스타벅스방이역점,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 17-8,서울특별시 송파구 마천로,127.1266385,37.50854524,2019,7
64,23196601,스타벅스서초파라곤점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-29,서울특별시 서초구 서초대로74길,127.0274035,37.49493882,2019,16
65,20691915,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 583-3,서울특별시 강남구 논현로,127.0278969,37.52404691,2019,11
66,20378251,스타벅스신압구정점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길,127.03642,37.52810841,2019,7
67,23454449,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 14-4,서울특별시 서초구 강남대로,127.0368501,37.48232032,2019,4
68,23513141,스타벅스올림픽공원남문점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 181,서울특별시 송파구 위례성대로,127.122997,37.51332992,2019,4
69,20007418,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-19,서울특별시 서초구 서초대로77길,127.0254816,37.50011306,2019,13
70,20691462,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 908-10,서울특별시 서초구 방배로,126.9976309,37.48198508,2019,7
71,20540030,스타벅스차병원사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2019,13
72,19984883,스타벅스,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 40,서울특별시 송파구 올림픽로,127.0944673,37.51066377,2019,4
73,20012839,스타벅스예술의전당점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1451-95,서울특별시 서초구 남부순환로323길,127.0134831,37.48112734,2019,11
74,20484259,스타벅스학여울점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-10,서울특별시 강남구 영동대로,127.0685071,37.49799127,2019,6
75,25313530,스타벅스사당로데오점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 444-7,서울특별시 서초구 방배천로,126.9821471,37.47733842,2019,4
76,23186849,스타벅스신천역점,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 181,서울특별시 송파구 올림픽로,127.0812008,37.51145336,2019,7
77,26268835,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 831-25,서울특별시 강남구 강남대로78길,127.0305366,37.49489249,2019,9
78,8730737,스타벅스가든파이브,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 628,서울특별시 송파구 충민로,127.1193706,37.47826065,2019,5
79,8736083,스타벅스차병원사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2019,13
80,8735684,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 677-25,서울특별시 강남구 테헤란로,127.0406526,37.50239076,2019,4
81,25285303,스타벅스,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-1297,서울특별시 성북구 종암로28길,127.0342762,37.60130987,2019,10
82,8732182,스타벅스뱅뱅사거리점,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 946-14,서울특별시 강남구 강남대로,127.032473,37.48855591,2019,7
83,26261077,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-7,서울특별시 송파구 송파대로30길,127.1187684,37.49488077,2019,10
84,8736085,스타벅스경복아파트점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 681,서울특별시 강남구 봉은사로,127.0403528,37.50902009,2019,4
85,8729351,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 809-10,서울특별시 강남구 강남대로,127.0255555,37.5031322,2019,12
86,8725994,스타벅스,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 20-1,서울특별시 성북구 동소문로,127.0287256,37.60839154,2019,8
87,8732314,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 678-39,서울특별시 강남구 테헤란로,127.0392228,37.50187455,2019,7
88,23447206,스타벅스석촌서호점,11710,송파구,1171010600,삼전동,서울특별시 송파구 삼전동 130-2,서울특별시 송파구 석촌호수로,127.0966117,37.50636412,2019,4
89,25456593,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1445-4,서울특별시 서초구 서초중앙로,127.0169304,37.4846702,2019,3
90,9780390,스타벅스월계이마트점,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 333-1,서울특별시 노원구 마들로3길,127.0619664,37.62650103,2019,4
91,20880708,스타벅스잠실점,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 11-4,서울특별시 송파구 올림픽로35가길,127.1034466,37.51743613,2019,7
92,20009577,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.0425756,37.48198841,2019,9
93,20699038,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.0347168,37.52683303,2019,5
94,22800473,스타벅스노원케이티점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.0638259,37.65436683,2019,9
95,20389010,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.0437621,37.50333505,2019,10
96,23208222,스타벅스,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.0348687,37.64834884,2019,4
97,25683194,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.0074239,37.50923454,2019,11
98,25694521,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2019,13
99,11516500,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 126-1,서울특별시 성북구 인촌로,127.0263415,37.58709834,2019,4
100,20295450,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013362,37.49635417,2019,5
101,20028687,스타벅스대치점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.0622213,37.49962651,2019,4
102,20389762,스타벅스광운대점,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 410-1,서울특별시 노원구 석계로,127.0607054,37.62317518,2019,6
103,20828526,스타벅스,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 126,서울특별시 노원구 화랑로,127.088969,37.62877599,2019,3
104,20424762,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-26,서울특별시 강남구 테헤란로2길,127.0296792,37.49648032,2019,13
105,23213262,스타벅스석촌호수점,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 7-4,서울특별시 송파구 석촌호수로,127.1052164,37.50943014,2019,4
106,25585003,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.0233685,37.51734176,2019,7
107,20025300,스타벅스역삼역점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-15,서울특별시 강남구 테헤란로,127.0351776,37.50070625,2019,14
108,20026165,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.0594268,37.50962404,2019,6
109,20025735,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 747-21,서울특별시 강남구 논현로,127.0388807,37.49591579,2019,4
110,23316524,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.0259036,37.49809817,2019,18
111,22555126,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 996-9,서울특별시 강남구 테헤란로104길,127.065231,37.50858885,2019,7
112,20017739,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길,127.0541634,37.48929922,2019,4
113,20005051,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 나루터로4길,127.013448,37.50958236,2019,4
114,20088322,스타벅스한성대입구역점,11290,성북구,1129010200,성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.0049043,37.58904601,2019,4
115,25274618,스타벅스송파사거리점,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.1103348,37.50226933,2019,4
116,25808541,스타벅스강남에비뉴점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.0238869,37.50272196,2019,13
117,23498613,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.0573953,37.4921724,2019,7
118,20023633,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 144-25,서울특별시 강남구 테헤란로,127.0555809,37.50694425,2019,4
119,25797473,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.0377338,37.50157409,2019,11
120,25902757,스타벅스압구정로데오역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2019,11
121,25747966,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 837-36,서울특별시 강남구 강남대로,127.0318013,37.49065888,2019,3
122,25730277,스타벅스고대프라자점,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 인촌로,127.0309577,37.58648758,2019,18
123,25742491,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.0484061,37.49922769,2019,4
124,25729943,스타벅스,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.0895788,37.49033434,2019,4
125,25744200,스타벅스코엑스사거리점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.0601934,37.51524372,2019,10
126,25846799,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219,37.50836401,2019,9
127,20681728,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,2019,12
128,20014581,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2019,7
129,22534106,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-21,서울특별시 강남구 영동대로96길,127.063193,37.51056404,2019,6
130,25901259,스타벅스방배카페입구점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2019,8
131,23784909,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2019,4
132,25928350,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 820-8,서울특별시 강남구 강남대로,127.0275177,37.49921076,2019,18
133,25964875,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 936-15,서울특별시 강남구 선릉로64길,127.0537151,37.49794579,2019,13
134,28520216,스타벅스미아사거리역점,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.0306855,37.61184062,2019,5
135,12076165,스타벅스송파방이DT점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205089,37.50654446,2019,8
136,25928281,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 52-17,서울특별시 강남구 삼성로,127.051147,37.51767632,2019,7
137,11757465,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,2019,4
138,11798770,스타벅스역삼럭키점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2019,8
139,11707694,스타벅스종암점,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.0339835,37.60118133,2019,10
140,11765466,스타벅스포스코사거리점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.0574281,37.50756271,2019,13
141,25637642,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233,37.49189964,2019,4
142,11869893,스타벅스청계산입구역점,11650,서초구,1165011100,신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.0562524,37.4472724,2019,4
143,11931405,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2019,8
144,11931313,스타벅스대치사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.0588155,37.50335683,2019,7
